match,market,question,prob,pct,source,note,commence,match_id,weather_adj,home_adv,referee,ref_card_factor,value,tier
Curaçao vs Ivory Coast,Corners,Will there be over 8.5 total corners?,0.5282,52.8,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.028,SKIP
Curaçao vs Ivory Coast,Corners,Will there be over 9.5 total corners?,0.3965,39.7,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.103,SKIP
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 0-1 Ivory Coast?,0.0768,7.7,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.19,MEDIUM
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 0-2 Ivory Coast?,0.1156,11.6,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.173,MEDIUM
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 0-3 Ivory Coast?,0.1128,11.3,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.174,MEDIUM
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 0-4 Ivory Coast?,0.0826,8.3,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.188,MEDIUM
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 1-2 Ivory Coast?,0.0792,7.9,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.189,MEDIUM
Curaçao vs Ivory Coast,Correct Score,Will the score be Curaçao 1-3 Ivory Coast?,0.0773,7.7,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.19,MEDIUM
Curaçao vs Ivory Coast,Double Chance,Curaçao or Draw (1X),0.1762,17.6,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.291,MEDIUM
Curaçao vs Ivory Coast,Double Chance,Curaçao or Ivory Coast (12),0.8805,88.1,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.342,MEDIUM
Curaçao vs Ivory Coast,Double Chance,Ivory Coast or Draw (X2),0.9432,94.3,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.399,MEDIUM
Curaçao vs Ivory Coast,First To Score,Will Curaçao score first?,0.1842,18.4,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.199,MEDIUM
Curaçao vs Ivory Coast,First To Score,Will Ivory Coast score first?,0.7867,78.7,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.181,MEDIUM
Curaçao vs Ivory Coast,First To Score,Will there be no goals (0-0)?,0.03,3.0,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.296,MEDIUM
Curaçao vs Ivory Coast,Fouls,Will Curaçao commit more fouls than Ivory Coast?,0.6695,67.0,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.169,MEDIUM
Curaçao vs Ivory Coast,Fouls,Will Curaçao commit over 11.5 fouls?,0.9097,91.0,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.41,MEDIUM
Curaçao vs Ivory Coast,Fouls,Will Ivory Coast commit over 11.5 fouls?,0.7326,73.3,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.233,MEDIUM
Curaçao vs Ivory Coast,Fouls,Will there be over 20.5 total fouls?,0.97,97.0,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.47,HIGH
Curaçao vs Ivory Coast,Fouls,Will there be over 22.5 total fouls?,0.9373,93.7,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.437,MEDIUM
Curaçao vs Ivory Coast,Fouls,Will there be over 24.5 total fouls?,0.8727,87.3,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.373,MEDIUM
Curaçao vs Ivory Coast,Half Compare,Will the 2nd half have more goals than the 1st?,0.52,52.0,heuristic,2H slightly goal-heavier on average,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.001,SKIP
Curaçao vs Ivory Coast,Handicap,Will Curaçao avoid losing by 2+ (+1.5)?,0.3637,36.4,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.104,SKIP
Curaçao vs Ivory Coast,Handicap,Will Curaçao win by 2+ goals?,0.03,3.0,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.36,MEDIUM
Curaçao vs Ivory Coast,Handicap,Will Curaçao win by 3+ goals?,0.03,3.0,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.36,MEDIUM
Curaçao vs Ivory Coast,Handicap,Will Ivory Coast avoid losing by 2+ (+1.5)?,0.97,97.0,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.36,MEDIUM
Curaçao vs Ivory Coast,Handicap,Will Ivory Coast win by 2+ goals?,0.6363,63.6,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.104,SKIP
Curaçao vs Ivory Coast,Moneyline,Will Curaçao win the match?,0.0568,5.7,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.355,MEDIUM
Curaçao vs Ivory Coast,Moneyline,Will Ivory Coast win the match?,0.8238,82.4,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.259,MEDIUM
Curaçao vs Ivory Coast,Moneyline,Will the match end in a draw?,0.1195,11.9,sharp:pinnacle,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.304,MEDIUM
Curaçao vs Ivory Coast,Offsides,Will Curaçao be caught offside 2 or more times?,0.5724,57.2,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.072,SKIP
Curaçao vs Ivory Coast,Offsides,Will Curaçao be caught offside more often than Ivory Coast?,0.4283,42.8,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.072,SKIP
Curaçao vs Ivory Coast,Offsides,Will Ivory Coast be caught offside 2 or more times?,0.5191,51.9,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.019,SKIP
Curaçao vs Ivory Coast,Offsides,Will there be over 2.5 total offsides?,0.7081,70.8,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.208,MEDIUM
Curaçao vs Ivory Coast,Offsides,Will there be over 3.5 total offsides?,0.4979,49.8,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.002,SKIP
Curaçao vs Ivory Coast,Offsides,Will there be over 4.5 total offsides?,0.3054,30.5,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.195,MEDIUM
Curaçao vs Ivory Coast,Shots,Will Curaçao have more shots on target than Ivory Coast?,0.5523,55.2,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.052,SKIP
Curaçao vs Ivory Coast,Shots,Will Curaçao have more shots than Ivory Coast?,0.3974,39.7,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.103,SKIP
Curaçao vs Ivory Coast,Shots,Will there be over 20.5 total shots?,0.7528,75.3,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.253,MEDIUM
Curaçao vs Ivory Coast,Shots,Will there be over 24.5 total shots?,0.4401,44.0,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.06,SKIP
Curaçao vs Ivory Coast,Shots,Will there be over 7.5 total shots on target?,0.5902,59.0,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.09,SKIP
Curaçao vs Ivory Coast,Shots,Will there be over 8.5 total shots on target?,0.4515,45.1,teamstat,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.048,SKIP
Curaçao vs Ivory Coast,Team Total,Will Curaçao score over 0.5?,0.496,49.6,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.003,SKIP
Curaçao vs Ivory Coast,Team Total,Will Curaçao score over 1.5?,0.1507,15.1,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.251,MEDIUM
Curaçao vs Ivory Coast,Team Total,Will Ivory Coast score over 0.5?,0.9465,94.6,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.321,MEDIUM
Curaçao vs Ivory Coast,Team Total,Will Ivory Coast score over 1.5?,0.7897,79.0,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.209,MEDIUM
Curaçao vs Ivory Coast,Total Goals,Will total goals be over 1.5?,0.8777,87.8,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.136,MEDIUM
Curaçao vs Ivory Coast,Total Goals,Will total goals be over 2.5?,0.6994,69.9,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.072,SKIP
Curaçao vs Ivory Coast,Total Goals,Will total goals be over 3.5?,0.4874,48.7,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.005,SKIP
Curaçao vs Ivory Coast,Total Goals O/E,Will the total goals be even?,0.5047,50.5,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.0,SKIP
Curaçao vs Ivory Coast,Total Goals O/E,Will the total goals be odd?,0.4953,49.5,poisson,,2026-06-25T20:00:00Z,a5a0b544a984ab16e564264f3e859b43,0.902,-0.035,,1.0,0.0,SKIP
Ecuador vs Germany,1st Half,Will Ecuador lead at half-time?,0.2302,23.0,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.206,MEDIUM
Ecuador vs Germany,1st Half,Will Germany lead at half-time?,0.4008,40.1,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.076,SKIP
Ecuador vs Germany,1st Half,Will it be level at half-time?,0.369,36.9,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.1,SKIP
Ecuador vs Germany,1st Half,Will there be over 0.5 goals in the 1st half?,0.775,77.5,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.21,MEDIUM
Ecuador vs Germany,1st Half,Will there be over 1.5 goals in the 1st half?,0.4515,45.1,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.037,SKIP
Ecuador vs Germany,2nd Half,Will there be over 1.5 goals in the 2nd half?,0.5569,55.7,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.044,SKIP
Ecuador vs Germany,BTTS,Will NOT both teams score?,0.3537,35.4,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.066,SKIP
Ecuador vs Germany,BTTS,Will both teams score?,0.6463,64.6,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.066,SKIP
Ecuador vs Germany,Cards,Will Ecuador receive more cards than Germany?,0.3199,32.0,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.18,MEDIUM
Ecuador vs Germany,Cards,Will there be over 2.5 total cards?,0.7063,70.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.206,MEDIUM
Ecuador vs Germany,Cards,Will there be over 3.5 total cards?,0.4957,49.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.004,SKIP
Ecuador vs Germany,Cards,Will there be over 4.5 total cards?,0.3035,30.3,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.197,MEDIUM
Ecuador vs Germany,Corners,Will Ecuador win more corners than Germany?,0.1908,19.1,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.309,MEDIUM
Ecuador vs Germany,Corners,Will there be over 10.5 total corners?,0.2456,24.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.254,MEDIUM
Ecuador vs Germany,Corners,Will there be over 8.5 total corners?,0.4879,48.8,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.012,SKIP
Ecuador vs Germany,Corners,Will there be over 9.5 total corners?,0.3575,35.7,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.143,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 0-1 Germany?,0.0657,6.6,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.195,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 0-2 Germany?,0.0698,7.0,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.194,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 1-1 Germany?,0.098,9.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.181,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 1-2 Germany?,0.0946,9.5,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.182,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 2-1 Germany?,0.0639,6.4,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.196,MEDIUM
Ecuador vs Germany,Correct Score,Will the score be Ecuador 2-2 Germany?,0.0641,6.4,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.196,MEDIUM
Ecuador vs Germany,Double Chance,Ecuador or Draw (1X),0.4778,47.8,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.02,SKIP
Ecuador vs Germany,Double Chance,Ecuador or Germany (12),0.7764,77.6,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.249,MEDIUM
Ecuador vs Germany,Double Chance,Germany or Draw (X2),0.7458,74.6,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.221,MEDIUM
Ecuador vs Germany,First To Score,Will Ecuador score first?,0.3877,38.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.071,SKIP
Ecuador vs Germany,First To Score,Will Germany score first?,0.5739,57.4,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.047,SKIP
Ecuador vs Germany,First To Score,Will there be no goals (0-0)?,0.0384,3.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.291,MEDIUM
Ecuador vs Germany,Fouls,Will Ecuador commit more fouls than Germany?,0.5401,54.0,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.04,SKIP
Ecuador vs Germany,Fouls,Will Ecuador commit over 11.5 fouls?,0.4434,44.3,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.057,SKIP
Ecuador vs Germany,Fouls,Will Germany commit over 11.5 fouls?,0.3285,32.8,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.171,MEDIUM
Ecuador vs Germany,Fouls,Will there be over 20.5 total fouls?,0.5641,56.4,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.064,SKIP
Ecuador vs Germany,Fouls,Will there be over 22.5 total fouls?,0.3937,39.4,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.106,SKIP
Ecuador vs Germany,Fouls,Will there be over 24.5 total fouls?,0.2457,24.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.254,MEDIUM
Ecuador vs Germany,Half Compare,Will the 2nd half have more goals than the 1st?,0.52,52.0,heuristic,2H slightly goal-heavier on average,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.001,SKIP
Ecuador vs Germany,Handicap,Will Ecuador avoid losing by 2+ (+1.5)?,0.6922,69.2,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.147,MEDIUM
Ecuador vs Germany,Handicap,Will Ecuador win by 2+ goals?,0.1106,11.1,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.298,MEDIUM
Ecuador vs Germany,Handicap,Will Ecuador win by 3+ goals?,0.0381,3.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.353,MEDIUM
Ecuador vs Germany,Handicap,Will Germany avoid losing by 2+ (+1.5)?,0.8894,88.9,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.298,MEDIUM
Ecuador vs Germany,Handicap,Will Germany win by 2+ goals?,0.3078,30.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.147,MEDIUM
Ecuador vs Germany,Moneyline,Will Ecuador win the match?,0.2542,25.4,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.197,MEDIUM
Ecuador vs Germany,Moneyline,Will Germany win the match?,0.5222,52.2,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.018,SKIP
Ecuador vs Germany,Moneyline,Will the match end in a draw?,0.2236,22.4,sharp:pinnacle,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.221,MEDIUM
Ecuador vs Germany,Offsides,Will Ecuador be caught offside 2 or more times?,0.6164,61.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.116,SKIP
Ecuador vs Germany,Offsides,Will Ecuador be caught offside more often than Germany?,0.3302,33.0,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.17,MEDIUM
Ecuador vs Germany,Offsides,Will Germany be caught offside 2 or more times?,0.7133,71.3,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.213,MEDIUM
Ecuador vs Germany,Offsides,Will there be over 2.5 total offsides?,0.836,83.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.336,MEDIUM
Ecuador vs Germany,Offsides,Will there be over 3.5 total offsides?,0.6722,67.2,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.172,MEDIUM
Ecuador vs Germany,Offsides,Will there be over 4.5 total offsides?,0.4844,48.4,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.016,SKIP
Ecuador vs Germany,Shots,Will Ecuador have more shots on target than Germany?,0.2113,21.1,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.289,MEDIUM
Ecuador vs Germany,Shots,Will Ecuador have more shots than Germany?,0.0898,9.0,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.41,MEDIUM
Ecuador vs Germany,Shots,Will there be over 20.5 total shots?,0.8161,81.6,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.316,MEDIUM
Ecuador vs Germany,Shots,Will there be over 24.5 total shots?,0.529,52.9,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.029,SKIP
Ecuador vs Germany,Shots,Will there be over 7.5 total shots on target?,0.5813,58.1,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.081,SKIP
Ecuador vs Germany,Shots,Will there be over 8.5 total shots on target?,0.4422,44.2,teamstat,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.058,SKIP
Ecuador vs Germany,Team Total,Will Ecuador score over 0.5?,0.7423,74.2,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.174,MEDIUM
Ecuador vs Germany,Team Total,Will Ecuador score over 1.5?,0.3928,39.3,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.077,SKIP
Ecuador vs Germany,Team Total,Will Germany score over 0.5?,0.8656,86.6,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.263,MEDIUM
Ecuador vs Germany,Team Total,Will Germany score over 1.5?,0.5959,59.6,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.069,SKIP
Ecuador vs Germany,Total Goals,Will total goals be over 1.5?,0.8527,85.3,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.127,MEDIUM
Ecuador vs Germany,Total Goals,Will total goals be over 2.5?,0.653,65.3,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.055,SKIP
Ecuador vs Germany,Total Goals,Will total goals be over 3.5?,0.4335,43.4,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.024,SKIP
Ecuador vs Germany,Total Goals O/E,Will the total goals be even?,0.5081,50.8,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.001,SKIP
Ecuador vs Germany,Total Goals O/E,Will the total goals be odd?,0.4919,49.2,poisson,,2026-06-25T20:00:00Z,0ec28b84ec399bd4dffbe8d1bc72b3c4,0.902,0.07,,1.0,0.001,SKIP
Japan vs Sweden,1st Half,Will Japan lead at half-time?,0.369,36.9,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.1,SKIP
Japan vs Sweden,1st Half,Will Sweden lead at half-time?,0.1802,18.0,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.245,MEDIUM
Japan vs Sweden,1st Half,Will it be level at half-time?,0.4508,45.1,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.038,SKIP
Japan vs Sweden,1st Half,Will there be over 0.5 goals in the 1st half?,0.6486,64.9,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.114,SKIP
Japan vs Sweden,1st Half,Will there be over 1.5 goals in the 1st half?,0.2884,28.8,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.162,MEDIUM
Japan vs Sweden,2nd Half,Will there be over 1.5 goals in the 2nd half?,0.3741,37.4,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.096,SKIP
Japan vs Sweden,BTTS,Will NOT both teams score?,0.5497,55.0,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.022,SKIP
Japan vs Sweden,BTTS,Will both teams score?,0.4503,45.0,poisson,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.022,SKIP
Japan vs Sweden,Cards,Will Japan receive more cards than Sweden?,0.3744,37.4,teamstat,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.126,MEDIUM
Japan vs Sweden,Cards,Will there be over 2.5 total cards?,0.5587,55.9,teamstat,,2026-06-25T23:00:00Z,0ed0233bddc4eafc8507f86a9c17b998,0.833,0.0,,1.0,0.059,SKIP
